PaNr;Rohr;Blickrichtung;Tiefe;Bonitur;Datum;TK;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;Nduengung
73;2;1;55;3;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;60;1;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;65;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;70;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;75;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;80;2;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;85;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;90;1.5;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;95;2;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;100;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;105;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;110;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;115;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;15;2;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;20;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;25;2;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;30;3;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;35;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;40;3;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;45;3;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;50;2;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;55;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;60;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;65;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;70;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;75;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;80;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;85;2;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;90;2;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;95;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;100;3;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;105;4;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;110;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;115;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;2;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
